student_id,subject,studytime,study_time_category,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,attendance_rate,g1,g2,g3
STU-E4B6DF55,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,1,0,100.0,11,10,10
STU-93EB2F14,Mathematics,4,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,6,93.55,11,13,14
STU-75EFED09,Mathematics,4,>10 hours,1,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,2,97.85,7,10,10
STU-46ADB2CE,Mathematics,1,<2 hours,0,yes,yes,no,yes,no,yes,yes,no,3,3,3,1,1,4,2,97.85,11,15,15
STU-03E8CAC7,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,yes,4,3,5,1,1,5,2,97.85,8,9,10
STU-EEBCF729,Mathematics,1,<2 hours,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,6,93.55,11,14,14
STU-9520AD4E,Mathematics,3,5 to 10 hours,0,yes,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,3,0,100.0,7,9,8
STU-F3C0B480,Mathematics,1,<2 hours,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14,84.95,7,7,5
STU-03237CBA,Mathematics,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,100.0,16,17,17
STU-23F7C36E,Mathematics,1,<2 hours,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,95.7,10,13,14
STU-60D2AE52,Mathematics,2,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,4,3,5,1,1,2,26,72.04,7,6,6
STU-8C34293B,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,100.0,16,18,18
STU-44EF5F3E,Mathematics,4,>10 hours,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,89.25,10,11,11
STU-18B8E9FD,Mathematics,4,>10 hours,0,yes,yes,yes,no,yes,yes,yes,no,5,1,2,1,1,3,8,91.4,7,8,8
STU-89274968,Mathematics,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,97.85,16,18,18
STU-ABFA4D58,Mathematics,4,>10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,93.55,10,13,13
STU-D0F198AC,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,4,95.7,14,15,16
STU-63B707DA,Mathematics,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,6,93.55,18,19,19
STU-945AD5F8,Mathematics,3,5 to 10 hours,1,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,0,100.0,7,10,10
STU-281EA029,Mathematics,2,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,6,93.55,10,13,13
STU-225F3192,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,89.25,18,19,19
STU-90B77E7D,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,8,91.4,9,9,9
STU-11690B74,Mathematics,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2,97.85,15,15,16
STU-C0C6373F,Mathematics,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,2,97.85,11,13,14
STU-F4216162,Mathematics,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,100.0,13,14,13
STU-F4475577,Mathematics,2,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,20,78.49,9,7,8
STU-C98B1F12,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,6,93.55,14,13,13
STU-951DF931,Mathematics,2,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,2,97.85,16,15,15
STU-4450B4D0,Mathematics,4,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6,93.55,16,14,15
STU-1E9EAC45,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,97.85,13,13,13
STU-DAAA60A0,Mathematics,1,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,80.65,14,11,13
STU-AA8D33B7,Mathematics,2,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,0,100.0,8,7,8
STU-3CAF5445,Mathematics,1,<2 hours,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,100.0,13,13,12
STU-0D20982C,Mathematics,2,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,100.0,7,10,11
STU-90AC2BB0,Mathematics,2,2 to 5 hours,3,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,2,97.85,7,8,9
STU-83771651,Mathematics,1,<2 hours,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,0,100.0,7,4,0
STU-8937BE7E,Mathematics,1,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,91.4,18,18,18
STU-E2ECAE54,Mathematics,3,5 to 10 hours,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,100.0,12,0,0
STU-B681FE76,Mathematics,1,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,100.0,8,0,0
STU-2062C61C,Mathematics,1,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,87.1,10,13,12
STU-EB3589B5,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,82.8,12,11,11
STU-60E1C036,Mathematics,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,100.0,9,0,0
STU-A823FE17,Mathematics,3,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,100.0,11,0,0
STU-77852A18,Mathematics,2,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,100.0,10,0,0
STU-E1DECCF8,Mathematics,1,<2 hours,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,100.0,4,0,0
STU-A5F1F649,Mathematics,2,2 to 5 hours,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,100.0,14,12,12
STU-69D23BE3,Mathematics,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,100.0,16,16,15
STU-5D8F9A50,Mathematics,4,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,100.0,7,9,0
STU-F10E7CA7,Mathematics,1,<2 hours,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,91.4,9,9,9
STU-D82D98E2,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,97.85,9,11,11
STU-D062DEF0,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,97.85,14,14,13
STU-B512432D,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,100.0,8,11,11
STU-3B5D435F,Mathematics,2,2 to 5 hours,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,100.0,6,7,0
STU-82865406,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,97.85,10,11,11
STU-632BF98A,Mathematics,1,<2 hours,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,100.0,8,9,10
STU-6C6F63DD,Mathematics,1,<2 hours,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,100.0,6,5,0
STU-ABEE31ED,Mathematics,1,<2 hours,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,93.55,12,13,14
STU-4431EC67,Mathematics,3,5 to 10 hours,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,91.4,10,10,10
STU-82460453,Mathematics,1,<2 hours,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,100.0,5,0,0
STU-DF320FB3,Mathematics,1,<2 hours,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,100.0,11,11,12
STU-17618AFF,Mathematics,2,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,97.85,11,8,8
STU-08AEF502,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,91.4,16,12,13
STU-3D082156,Mathematics,1,<2 hours,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,93.55,9,8,10
STU-119777A5,Mathematics,1,<2 hours,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,97.85,17,15,15
STU-28925959,Mathematics,2,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,95.7,10,12,12
STU-DA9E5C08,Mathematics,1,<2 hours,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,100.0,7,6,0
STU-5D33127B,Mathematics,2,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,93.55,5,9,7
STU-AF887F37,Mathematics,1,<2 hours,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,100.0,7,0,0
STU-101E946A,Mathematics,1,<2 hours,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,97.85,10,10,10
STU-BBAFAF13,Mathematics,2,2 to 5 hours,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,100.0,5,8,7
STU-754B2702,Mathematics,1,<2 hours,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,82.8,12,11,12
STU-785C0BE2,Mathematics,2,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,95.7,10,10,10
STU-E15E3EC8,Mathematics,2,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,100.0,14,15,16
STU-7AF39DAA,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,100.0,6,7,0
STU-05500DAB,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,100.0,14,14,14
STU-CE66669F,Mathematics,1,<2 hours,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,100.0,6,5,0
STU-685FCE56,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,97.85,13,15,16
STU-F79B62BD,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,100.0,13,11,10
STU-449A60F3,Mathematics,2,2 to 5 hours,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,100.0,8,7,0
STU-0256B23F,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,95.7,10,11,9
STU-133463C2,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,95.7,10,9,9
STU-D0D98679,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,97.85,13,13,11
STU-A9CD44A2,Mathematics,2,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,95.7,6,5,6
STU-28B0A0EB,Mathematics,1,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,89.25,10,8,9
STU-EA531AD3,Mathematics,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,95.7,10,10,11
STU-CF3B0A6D,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,89.25,9,8,8
STU-AD5ED40A,Mathematics,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,100.0,16,17,17
STU-6DCF56F1,Mathematics,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,39.78,9,9,8
STU-C8BEF087,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,84.95,12,13,12
STU-0A8917A8,Mathematics,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,87.1,12,12,11
STU-A264454B,Mathematics,1,<2 hours,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,97.85,11,12,11
STU-21326CB6,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,100.0,15,15,15
STU-F1A11A40,Mathematics,2,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,93.55,8,7,9
STU-548680C9,Mathematics,2,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,95.7,8,9,10
STU-A47A6B49,Mathematics,2,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,89.25,11,12,13
STU-B42126A7,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,100.0,8,8,9
STU-F4073123,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,87.1,7,8,8
STU-494C9799,Mathematics,1,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,91.4,8,9,10
