student_id,school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,parent_education
STU-9F641579,GP,F,15,R,GT3,T,3,4,services,health,course,mother,Higher Education
STU-5FDCA47D,GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,5th to 9th grade
STU-7615AB39,GP,F,16,U,LE3,T,2,2,other,other,home,mother,5th to 9th grade
STU-7D7B1066,GP,M,15,U,LE3,T,4,4,teacher,other,home,other,Higher Education
STU-A563A07E,GP,M,15,U,GT3,T,4,4,services,teacher,course,father,Higher Education
STU-98DBE181,GP,M,15,U,GT3,T,2,2,services,services,course,father,5th to 9th grade
STU-9FE78E02,GP,F,16,U,LE3,T,2,2,other,at_home,course,father,5th to 9th grade
STU-BD00A41C,GP,F,15,U,LE3,A,4,3,other,other,course,mother,Higher Education
STU-E1BA4C96,GP,F,16,U,LE3,A,3,3,other,services,home,mother,Secondary Education
STU-2D3C97A6,GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,Higher Education
STU-B20B9336,GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,Higher Education
STU-22671154,GP,F,15,U,GT3,T,4,4,services,teacher,other,father,Higher Education
STU-87E1D54F,GP,F,16,U,LE3,T,2,2,services,services,course,mother,5th to 9th grade
STU-69114641,GP,F,15,U,LE3,T,4,2,health,other,other,mother,Higher Education
STU-A50F99FB,GP,M,15,U,LE3,A,4,2,health,health,other,father,Higher Education
STU-3D23468A,GP,F,15,U,GT3,T,4,4,services,services,course,mother,Higher Education
STU-B3E524BB,GP,F,15,U,LE3,A,3,3,other,other,other,mother,Secondary Education
STU-E43870D1,GP,F,16,U,GT3,A,2,1,other,other,other,mother,5th to 9th grade
STU-F25C7CF0,GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,Higher Education
STU-300C102A,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,Higher Education
STU-A8678075,GP,M,15,U,LE3,T,1,2,other,at_home,home,father,5th to 9th grade
STU-401BD1B7,GP,F,16,U,GT3,T,4,2,services,other,course,mother,Higher Education
STU-0192628A,GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,Higher Education
STU-0BA134A2,GP,F,16,U,GT3,T,1,1,services,services,course,father,Primary (4th grade)
STU-687206FE,GP,F,16,U,LE3,T,1,2,other,services,reputation,father,5th to 9th grade
STU-FF9874A2,GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,Higher Education
STU-5F6AA41F,GP,F,15,U,LE3,T,4,3,services,services,reputation,father,Higher Education
STU-A0C55580,GP,F,16,U,LE3,T,4,3,teacher,services,course,mother,Higher Education
STU-30133F89,GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,Higher Education
STU-0D15B186,GP,F,16,U,GT3,T,3,1,services,other,course,mother,Secondary Education
STU-C2DED612,GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,5th to 9th grade
STU-5937C88F,GP,F,15,R,LE3,T,3,1,other,other,reputation,father,Secondary Education
STU-D87B8E95,GP,M,16,U,GT3,T,3,1,other,other,reputation,father,Secondary Education
STU-E74C1FCA,GP,M,15,U,GT3,T,4,2,other,other,course,mother,Higher Education
STU-F0400DDC,GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,Primary (4th grade)
STU-5BDD2FB3,GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,Secondary Education
STU-E0D89C36,GP,F,16,U,GT3,T,3,3,other,services,home,mother,Secondary Education
STU-98ED6E9D,GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,Higher Education
STU-6681E7A7,GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,Higher Education
STU-0A3D4FF8,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,5th to 9th grade
STU-69668EB0,GP,M,17,U,GT3,T,2,1,other,other,home,mother,5th to 9th grade
STU-DBD7451A,GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,Higher Education
STU-C265FABC,GP,M,15,U,GT3,T,2,3,other,services,course,father,Secondary Education
STU-63A420DB,GP,M,15,U,GT3,T,2,3,other,other,home,mother,Secondary Education
STU-FEFC7BE8,GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,Secondary Education
STU-A0D4610E,GP,M,15,U,LE3,T,2,2,services,services,home,mother,5th to 9th grade
STU-18A00DB2,GP,F,15,U,GT3,T,1,1,other,other,home,father,Primary (4th grade)
STU-85EF4016,GP,F,15,U,GT3,T,4,4,services,services,reputation,father,Higher Education
STU-06CAEA8E,GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,5th to 9th grade
STU-610CC2D9,GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,Higher Education
STU-9BB406DC,GP,M,16,U,GT3,T,2,2,services,other,reputation,father,5th to 9th grade
STU-794660FB,GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,Higher Education
STU-9DF9B249,GP,F,16,U,GT3,T,3,3,other,other,home,mother,Secondary Education
STU-A6E6FD26,GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,Higher Education
STU-EEF94D78,GP,F,16,U,LE3,T,3,1,other,other,home,father,Secondary Education
STU-E4B6DF55,GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,Higher Education
STU-93EB2F14,GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,5th to 9th grade
STU-75EFED09,GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,Primary (4th grade)
STU-46ADB2CE,GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,Higher Education
STU-03E8CAC7,GP,F,16,U,GT3,T,2,1,other,other,course,mother,5th to 9th grade
STU-EEBCF729,GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,Higher Education
STU-9520AD4E,GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,Higher Education
STU-F3C0B480,GP,M,16,U,GT3,T,4,4,services,services,other,mother,Higher Education
STU-03237CBA,GP,M,16,U,GT3,T,4,4,services,teacher,other,father,Higher Education
STU-23F7C36E,GP,M,15,U,GT3,T,4,4,services,other,course,mother,Higher Education
STU-60D2AE52,GP,F,15,U,GT3,T,3,2,services,other,home,mother,Secondary Education
STU-8C34293B,GP,M,15,U,GT3,A,3,4,services,other,course,mother,Higher Education
STU-44EF5F3E,GP,F,15,U,GT3,A,3,3,other,health,reputation,father,Secondary Education
STU-18B8E9FD,GP,F,15,U,GT3,T,2,2,other,other,course,mother,5th to 9th grade
STU-89274968,GP,M,16,U,GT3,T,3,3,services,other,home,father,Secondary Education
STU-ABFA4D58,GP,M,15,R,GT3,T,4,4,other,other,home,father,Higher Education
STU-D0F198AC,GP,F,16,U,LE3,T,4,4,health,health,other,mother,Higher Education
STU-63B707DA,GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,Higher Education
STU-945AD5F8,GP,F,16,R,GT3,T,3,3,services,other,reputation,father,Secondary Education
STU-281EA029,GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,5th to 9th grade
STU-225F3192,GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,Higher Education
STU-90B77E7D,GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,5th to 9th grade
STU-11690B74,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,Higher Education
STU-C0C6373F,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,Higher Education
STU-F4216162,GP,M,16,U,GT3,T,3,3,other,services,home,father,Secondary Education
STU-F4475577,GP,M,17,R,GT3,T,1,3,other,other,course,father,Secondary Education
STU-C98B1F12,GP,M,15,U,GT3,T,3,4,other,other,reputation,father,Higher Education
STU-951DF931,GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,5th to 9th grade
STU-4450B4D0,GP,M,15,U,GT3,T,2,2,services,services,home,father,5th to 9th grade
STU-1E9EAC45,GP,F,16,U,LE3,T,2,4,other,health,course,father,Higher Education
STU-DAAA60A0,GP,M,16,U,GT3,T,4,4,health,other,course,mother,Higher Education
STU-AA8D33B7,GP,F,16,U,GT3,T,2,2,other,other,home,mother,5th to 9th grade
STU-3CAF5445,GP,M,15,U,GT3,T,3,4,services,services,home,father,Higher Education
STU-0D20982C,GP,F,15,U,LE3,A,3,4,other,other,home,mother,Higher Education
STU-90AC2BB0,GP,F,19,U,GT3,T,0,1,at_home,other,course,other,Primary (4th grade)
STU-83771651,GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,5th to 9th grade
STU-8937BE7E,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,Higher Education
STU-E2ECAE54,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,Higher Education
STU-B681FE76,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,Primary (4th grade)
STU-2062C61C,GP,F,17,U,LE3,T,2,2,other,other,course,father,5th to 9th grade
STU-EB3589B5,GP,F,16,U,GT3,A,3,4,services,other,course,father,Higher Education
STU-60E1C036,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,Higher Education
STU-A823FE17,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,Higher Education
STU-77852A18,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,Higher Education
STU-E1DECCF8,GP,F,16,U,GT3,A,3,3,other,other,course,other,Secondary Education
STU-A5F1F649,GP,M,16,U,LE3,T,1,1,services,other,course,mother,Primary (4th grade)
STU-69D23BE3,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,Higher Education
STU-5D8F9A50,GP,M,15,U,GT3,T,4,3,teacher,services,course,father,Higher Education
STU-F10E7CA7,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,5th to 9th grade
STU-D82D98E2,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,Higher Education
STU-D062DEF0,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,Primary (4th grade)
STU-B512432D,GP,F,15,U,GT3,T,1,1,other,services,course,father,Primary (4th grade)
STU-3B5D435F,GP,F,15,U,GT3,T,3,2,health,services,home,father,Secondary Education
STU-82865406,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,5th to 9th grade
STU-632BF98A,GP,M,15,U,LE3,A,2,1,services,other,course,mother,5th to 9th grade
STU-6C6F63DD,GP,M,18,U,LE3,T,1,1,other,other,course,mother,Primary (4th grade)
STU-ABEE31ED,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,5th to 9th grade
STU-4431EC67,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,Secondary Education
STU-82460453,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,Secondary Education
STU-DF320FB3,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,Higher Education
STU-17618AFF,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,Secondary Education
STU-08AEF502,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,5th to 9th grade
STU-3D082156,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,Primary (4th grade)
STU-119777A5,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,5th to 9th grade
STU-28925959,GP,M,16,U,GT3,T,3,3,other,services,course,father,Secondary Education
STU-DA9E5C08,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,5th to 9th grade
STU-5D33127B,GP,M,15,R,GT3,T,3,2,other,other,course,mother,Secondary Education
STU-AF887F37,GP,M,16,U,LE3,T,1,2,other,other,course,mother,5th to 9th grade
STU-101E946A,GP,M,17,U,GT3,T,1,3,at_home,services,course,father,Secondary Education
STU-BBAFAF13,GP,M,17,R,LE3,T,1,1,other,services,course,mother,Primary (4th grade)
STU-754B2702,GP,M,16,U,GT3,T,3,2,services,services,course,mother,Secondary Education
STU-785C0BE2,GP,M,16,U,GT3,T,2,2,other,other,course,father,5th to 9th grade
STU-E15E3EC8,GP,F,16,U,GT3,T,4,2,health,services,home,father,Higher Education
STU-7AF39DAA,GP,F,16,U,GT3,T,2,2,other,other,home,mother,5th to 9th grade
STU-05500DAB,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,Higher Education
STU-CE66669F,GP,M,16,U,GT3,T,3,4,other,other,course,father,Higher Education
STU-685FCE56,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,Primary (4th grade)
STU-F79B62BD,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,Higher Education
STU-449A60F3,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,Secondary Education
STU-0256B23F,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,Secondary Education
STU-133463C2,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,Higher Education
STU-D0D98679,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,5th to 9th grade
STU-A9CD44A2,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,Secondary Education
STU-28B0A0EB,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,Higher Education
STU-EA531AD3,GP,M,17,U,GT3,T,4,3,other,other,course,mother,Higher Education
STU-CF3B0A6D,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,Higher Education
STU-AD5ED40A,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,Higher Education
STU-6DCF56F1,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,Secondary Education
STU-C8BEF087,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,Secondary Education
STU-0A8917A8,GP,M,17,U,GT3,T,3,3,services,services,other,mother,Secondary Education
STU-A264454B,GP,M,16,U,GT3,T,1,2,services,services,other,mother,5th to 9th grade
STU-21326CB6,GP,M,16,U,LE3,T,2,1,other,other,course,mother,5th to 9th grade
STU-F1A11A40,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,Secondary Education
STU-548680C9,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,5th to 9th grade
STU-A47A6B49,GP,F,16,U,GT3,T,2,3,services,services,course,mother,Secondary Education
STU-B42126A7,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,Primary (4th grade)
STU-F4073123,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,5th to 9th grade
STU-494C9799,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,Secondary Education
STU-07B44D91,GP,M,16,U,GT3,T,2,3,other,other,home,father,Secondary Education
STU-CB5D7ADB,GP,F,17,U,LE3,T,2,4,services,services,course,father,Higher Education
STU-64359A7E,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,Higher Education
STU-597B5529,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,Secondary Education
STU-D0A23D7D,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,Higher Education
STU-C3D573AC,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,Higher Education
STU-B9438DC5,GP,F,16,U,GT3,T,4,3,health,other,home,mother,Higher Education
STU-E9333265,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,Secondary Education
STU-CA973392,GP,F,17,U,GT3,T,1,1,other,other,course,mother,Primary (4th grade)
STU-A241D719,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,5th to 9th grade
STU-5CFACFC5,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,5th to 9th grade
STU-755EA237,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,Higher Education
STU-B25B0B8A,GP,F,16,U,GT3,A,3,1,services,other,course,mother,Secondary Education
STU-A9D0EC5B,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,Higher Education
STU-A209EC8B,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,Primary (4th grade)
STU-2DCA2DBA,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,Higher Education
STU-2E15ECC6,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,Secondary Education
STU-94376763,GP,M,17,U,LE3,T,4,4,services,other,home,mother,Higher Education
STU-F1AC58BF,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,5th to 9th grade
STU-03C760E9,GP,M,18,U,GT3,T,2,2,services,other,home,mother,5th to 9th grade
STU-8AEA16C1,GP,F,17,R,LE3,T,4,4,services,other,other,mother,Higher Education
STU-A0CB416D,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,Secondary Education
STU-0298B413,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,Higher Education
STU-C5AA3FF9,GP,M,18,U,LE3,T,3,3,services,health,home,father,Secondary Education
STU-AFAE430B,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,Secondary Education
STU-5E06A373,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,5th to 9th grade
STU-DDFFE179,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,5th to 9th grade
STU-952AD2DE,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,Primary (4th grade)
STU-606A0FF9,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,Secondary Education
STU-B77CE589,GP,M,18,U,GT3,T,2,2,other,other,home,mother,5th to 9th grade
STU-F782029E,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,Higher Education
STU-BFAD3F0C,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,Secondary Education
STU-ACF9A61B,GP,F,17,U,GT3,T,3,2,other,other,course,mother,Secondary Education
STU-03EBED53,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,Secondary Education
STU-1CA24876,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,5th to 9th grade
STU-8E2F6D85,GP,F,17,U,GT3,A,2,1,other,other,course,mother,5th to 9th grade
STU-AD672812,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,Higher Education
STU-B31BF7A8,GP,M,17,R,GT3,T,2,2,other,other,course,father,5th to 9th grade
STU-6239E0AA,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,Higher Education
STU-A384DF3F,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,Higher Education
STU-C0906E54,GP,M,16,U,LE3,T,1,1,other,other,home,mother,Primary (4th grade)
STU-7C5275E4,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,Secondary Education
STU-399BD0DC,GP,M,17,U,LE3,T,2,2,other,other,home,father,5th to 9th grade
STU-EEE66B23,GP,F,16,U,GT3,T,2,1,other,other,home,mother,5th to 9th grade
STU-FD414DCB,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,5th to 9th grade
STU-D0C0FB9C,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,5th to 9th grade
STU-384A4DC6,GP,M,17,U,LE3,T,4,3,health,other,course,mother,Higher Education
STU-C6493C68,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,Higher Education
STU-5D622B00,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,Higher Education
STU-A88F7DD8,GP,M,16,U,GT3,T,4,4,services,services,course,mother,Higher Education
STU-D47BC8C3,GP,F,18,U,GT3,T,2,1,other,other,course,other,5th to 9th grade
STU-55CBB3CD,GP,M,16,U,GT3,T,2,1,other,other,course,mother,5th to 9th grade
STU-90A8CAE5,GP,M,17,U,GT3,T,2,3,other,other,course,father,Secondary Education
STU-13A3D4D6,GP,M,22,U,GT3,T,3,1,services,services,other,mother,Secondary Education
STU-F5A769BC,GP,M,18,R,LE3,T,3,3,other,services,course,mother,Secondary Education
STU-1942A5DD,GP,M,16,U,GT3,T,0,2,other,other,other,mother,5th to 9th grade
STU-D1D91C87,GP,M,18,U,GT3,T,3,2,services,other,course,mother,Secondary Education
STU-B6D3191C,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,Secondary Education
STU-0A169768,GP,M,18,U,GT3,T,2,1,services,services,other,mother,5th to 9th grade
STU-2506154C,GP,M,16,R,GT3,T,2,1,other,other,course,mother,5th to 9th grade
STU-7877D315,GP,M,17,R,GT3,T,2,1,other,other,course,mother,5th to 9th grade
STU-AF2BAA0C,GP,M,17,U,LE3,T,1,1,health,other,course,mother,Primary (4th grade)
STU-B7D2C986,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,Higher Education
STU-B9EFB0DE,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,Higher Education
STU-17D92758,GP,M,18,U,GT3,T,2,1,other,other,home,mother,5th to 9th grade
STU-F341E88E,GP,F,17,U,LE3,T,2,2,services,services,course,father,5th to 9th grade
STU-5032226C,GP,F,18,U,GT3,T,4,3,services,other,home,father,Higher Education
STU-729F8030,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,Higher Education
STU-9AA0DF8E,GP,M,18,R,GT3,T,3,2,other,other,course,mother,Secondary Education
STU-8420A4D7,GP,F,17,U,GT3,T,3,3,other,other,home,mother,Secondary Education
STU-939050D8,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,5th to 9th grade
STU-663B05F4,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,Higher Education
STU-83C293F0,GP,M,17,U,GT3,T,3,1,services,other,other,mother,Secondary Education
STU-C6BC5A32,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,Higher Education
STU-6225567B,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,Higher Education
STU-2ACF751E,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,5th to 9th grade
STU-40EBB74A,GP,F,19,U,GT3,T,3,3,other,services,home,other,Secondary Education
STU-B2DFBB62,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,Secondary Education
STU-77569D3A,GP,F,18,U,LE3,T,1,1,other,other,home,mother,Primary (4th grade)
STU-EC7CDC45,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,5th to 9th grade
STU-F8A5F432,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,Higher Education
STU-1239B6F2,GP,F,17,U,LE3,T,2,2,services,other,course,mother,5th to 9th grade
STU-868C470A,GP,F,18,R,GT3,A,3,2,other,services,home,mother,Secondary Education
STU-C1BB86AE,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,Higher Education
STU-AFFE5E56,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,Higher Education
STU-33DA4042,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,Higher Education
STU-D9731AC3,GP,M,17,U,LE3,A,4,1,services,other,home,mother,Higher Education
STU-CF0BFA6F,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,Secondary Education
STU-B5995CD1,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,Primary (4th grade)
STU-E99A0A05,GP,F,18,U,GT3,T,1,1,other,other,home,mother,Primary (4th grade)
STU-7681CF07,GP,F,17,U,GT3,T,2,2,other,other,course,mother,5th to 9th grade
STU-3E0DD1D5,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,Primary (4th grade)
STU-DA6D3B87,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,5th to 9th grade
STU-166D1425,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,Primary (4th grade)
STU-DC6B1F4F,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,5th to 9th grade
STU-2DDE1326,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,Higher Education
STU-DB53C071,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,Higher Education
STU-E810C8F8,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,Higher Education
STU-87F99BD0,GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,5th to 9th grade
STU-D2DBCC0A,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,Secondary Education
STU-33295AD4,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,Secondary Education
STU-3B408F4C,GP,M,17,U,GT3,T,3,3,health,other,home,mother,Secondary Education
STU-E553DB82,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,Higher Education
STU-E55D0EBF,GP,F,18,U,LE3,T,4,3,other,other,home,other,Higher Education
STU-02538BD8,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,Higher Education
STU-5C28817B,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,Higher Education
STU-07E38447,GP,F,18,U,LE3,A,4,4,health,other,home,mother,Higher Education
STU-4140EDDD,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,Higher Education
STU-22B7FA9B,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,Higher Education
STU-52B3F146,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,Secondary Education
